Calcite version,ID,file,Version-ID,Bug,SM_interface_nod_stdev,SM_enum_dloc_stdev,SM_enum_cloc_stdev,SM_enum_tcloc_stdev,SM_enum_npa_stdev,SM_enum_nlpa_stdev,SM_enum_nla_stdev,SM_enum_na_stdev,SM_enum_tnlpa_stdev,SM_enum_tnpa_stdev,SM_enum_tna_stdev,SM_enum_tnla_stdev,SM_interface_cboi_stdev,SM_enum_ad_generalized_entropy,SM_enum_ad_atkinson,SM_enum_ad_theil,SM_method_cco_min,SM_method_ci_min,SM_method_cco_median,SM_method_ccl_min,SM_enum_cco_min,SM_method_ci_median,SM_method_cco_avg,SM_enum_cboi_stdev,SM_enum_ci_min,SM_interface_noc_stdev,SM_enum_pua_stdev,SM_enum_nlg_stdev,SM_enum_ng_stdev,SM_enum_cco_median
1.1.0,1021.0,core/src/main/java/org/apache/calcite/sql2rel/RelFieldTrimmer.java,1.1.0-1021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1028.0,core/src/main/java/org/apache/calcite/rel/logical/LogicalProject.java,1.1.0-1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1031.0,spark/src/main/java/org/apache/calcite/adapter/spark/SparkRules.java,1.1.0-1031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103448275862068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1038.0,core/src/main/java/org/apache/calcite/interpreter/Bindables.java,1.1.0-1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1046.0,core/src/main/java/org/apache/calcite/schema/Schemas.java,1.1.0-1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1049.0,core/src/main/java/org/apache/calcite/util/ImmutableIntList.java,1.1.0-1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1053.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableRel.java,1.1.0-1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11022302462515e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1065.0,core/src/main/java/org/apache/calcite/rel/metadata/RelMdUtil.java,1.1.0-1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1068.0,core/src/main/java/org/apache/calcite/sql/SqlJdbcFunctionCall.java,1.1.0-1068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1079.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableJoin.java,1.1.0-1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.16666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1080.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableMergeJoin.java,1.1.0-1080,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1081.0,core/src/main/java/org/apache/calcite/adapter/jdbc/JdbcRules.java,1.1.0-1081,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1087.0,core/src/main/java/org/apache/calcite/rex/RexBuilder.java,1.1.0-1087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1090.0,core/src/main/java/org/apache/calcite/sql/type/SqlTypeUtil.java,1.1.0-1090,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.654545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1101.0,core/src/main/java/org/apache/calcite/rel/type/RelDataTypeFactory.java,1.1.0-1101,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1.2.0,5.0,core/src/main/java/org/apache/calcite/plan/RelOptPlanner.java,1.2.0-5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,6.0,core/src/main/java/org/apache/calcite/sql/validate/SqlValidatorImpl.java,1.2.0-6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217877094972067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,10.0,core/src/main/java/org/apache/calcite/adapter/enumerable/RexToLixTranslator.java,1.2.0-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,47.0,core/src/main/java/org/apache/calcite/rel/core/RelFactories.java,1.2.0-47,0.0,0.451753951452625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34140545595426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451753951452625,0.0,0.0,0.0,0.0
1.2.0,82.0,avatica/src/main/java/org/apache/calcite/avatica/Meta.java,1.2.0-82,1.0,1.08972473588516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6508258053467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433012701892219,0.0,0.0,0.0,0.0
1.2.0,87.0,avatica/src/main/java/org/apache/calcite/avatica/remote/Service.java,1.2.0-87,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.2.0,101.0,core/src/main/java/org/apache/calcite/jdbc/CalcitePrepare.java,1.2.0-101,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1894019222742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1.2.0,117.0,avatica/src/main/java/org/apache/calcite/avatica/SqlType.java,1.2.0-117,0.0,0.0,132.0,132.5,133.0,10.5,10.5,11.0,11.0,24.5,24.5,25.0,25.0,0.0,0.0061968100569536,0.0030960050000469,0.006185603962622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0
1.2.0,140.0,core/src/main/java/org/apache/calcite/adapter/jdbc/JdbcRules.java,1.2.0-140,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,211.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableThetaJoin.java,1.2.0-211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,219.0,core/src/main/java/org/apache/calcite/util/mapping/Mappings.java,1.2.0-219,0.0,1.22474487139158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4515371403624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862068965517241,0.0,0.0,1.4790199457749,0.0,0.0,0.0,0.0
1.2.0,738.0,core/src/main/java/org/apache/calcite/plan/RelOptTable.java,1.2.0-738,0.0,2.86744175568087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7211110933327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942809041582063,0.0,0.0,0.0,0.0
1.2.0,818.0,core/src/main/java/org/apache/calcite/sql/type/SqlTypeName.java,1.2.0-818,0.0,0.0,92.5,118.5,124.0,23.0,23.0,26.0,26.0,26.0,26.0,29.0,29.0,0.0,0.0157249958673781,0.0078470432152495,0.015652776111238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,3.0,6.0,6.0,0.0
1.2.0,836.0,avatica/src/main/java/org/apache/calcite/avatica/util/Cursor.java,1.2.0-836,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,867.0,avatica-server/src/main/java/org/apache/calcite/avatica/jdbc/JdbcMeta.java,1.2.0-867,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,990.0,core/src/main/java/org/apache/calcite/rel/rules/AggregateJoinTransposeRule.java,1.2.0-990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,995.0,core/src/main/java/org/apache/calcite/plan/RelOptUtil.java,1.2.0-995,1.0,0.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.057605761386045,0.0285954792089683,0.0566330122651324,0.0,0.0,0.0,0.0,0.0,0.0,0.432203389830508,1.0,0.0,0.0,0.5,0.0,0.0,0.0
1.2.0,996.0,core/src/main/java/org/apache/calcite/rel/rules/AggregateFilterTransposeRule.java,1.2.0-996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,1004.0,core/src/main/java/org/apache/calcite/rex/RexUtil.java,1.2.0-1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.397959183673469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,1008.0,core/src/main/java/org/apache/calcite/sql2rel/StandardConvertletTable.java,1.2.0-1008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,1020.0,core/src/main/java/org/apache/calcite/sql/type/SqlTypeUtil.java,1.2.0-1020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01785714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,1028.0,core/src/main/java/org/apache/calcite/rel/metadata/RelMdSize.java,1.2.0-1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,1085.0,avatica/src/main/java/org/apache/calcite/avatica/AvaticaParameter.java,1.2.0-1085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,1088.0,avatica/src/main/java/org/apache/calcite/avatica/util/AbstractCursor.java,1.2.0-1088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0419580419580419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,1089.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableJoin.java,1.2.0-1089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2.0,1106.0,core/src/main/java/org/apache/calcite/rel/type/RelDataTypeFactory.java,1.2.0-1106,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1.3.0,5.0,core/src/main/java/org/apache/calcite/plan/RelOptPlanner.java,1.3.0-5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,9.0,core/src/main/java/org/apache/calcite/util/ImmutableBitSet.java,1.3.0-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191780821917808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,19.0,core/src/main/java/org/apache/calcite/prepare/Prepare.java,1.3.0-19,1.0,0.471404520791031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.90668171555644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,102.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/Primitive.java,1.3.0-102,0.0,0.0,81.0,92.5,97.5,8.0,8.0,9.5,9.5,9.5,9.5,11.0,11.0,0.0,8.88952689728217e-05,4.44471405884883e-05,8.88929640975901e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.25423728813559,17.5,0.0,0.0,0.5,0.0,0.0,125.5
1.3.0,179.0,core/src/main/java/org/apache/calcite/sql/SqlDialect.java,1.3.0-179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,201.0,avatica/src/main/java/org/apache/calcite/avatica/ColumnMetaData.java,1.3.0-201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.352941176470588,0.0,1.0,0.0,0.0,0.0,0.0,6.0
1.3.0,314.0,core/src/main/java/org/apache/calcite/sql/SqlWriter.java,1.3.0-314,0.0,1.24721912892464,50.5,50.5,50.5,8.5,8.5,9.0,9.0,8.5,8.5,9.0,9.0,27.7968823191858,0.057605761386045,0.0285954792089683,0.0566330122651324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.471404520791031,1.0,0.5,0.5,0.0
1.3.0,676.0,core/src/main/java/org/apache/calcite/plan/RelOptTable.java,1.3.0-676,0.0,3.2659863237109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0269737329517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942809041582063,0.0,0.0,0.0,0.0
1.3.0,775.0,avatica/src/main/java/org/apache/calcite/avatica/util/Cursor.java,1.3.0-775,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,797.0,avatica-server/src/main/java/org/apache/calcite/avatica/jdbc/JdbcMeta.java,1.3.0-797,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,800.0,avatica/src/main/java/org/apache/calcite/avatica/Meta.java,1.3.0-800,1.0,1.08972473588516,11.0,11.0,11.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,19.6516538744198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.433012701892219,0.0,1.0,1.0,0.0
1.3.0,802.0,avatica/src/main/java/org/apache/calcite/avatica/SqlType.java,1.3.0-802,0.0,0.0,134.0,134.5,135.0,11.5,11.5,12.0,12.0,25.5,25.5,26.0,26.0,0.0,0.0041429681657687,0.0020704113213078,0.0041379601647865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0
1.3.0,805.0,avatica/src/main/java/org/apache/calcite/avatica/remote/Service.java,1.3.0-805,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.3.0,807.0,avatica/src/main/java/org/apache/calcite/avatica/AvaticaSite.java,1.3.0-807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,809.0,avatica/src/main/java/org/apache/calcite/avatica/util/AbstractCursor.java,1.3.0-809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130718954248366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,950.0,core/src/main/java/org/apache/calcite/sql/SqlUtil.java,1.3.0-950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,959.0,core/src/main/java/org/apache/calcite/prepare/RelOptTableImpl.java,1.3.0-959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,965.0,core/src/main/java/org/apache/calcite/schema/Schemas.java,1.3.0-965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,966.0,core/src/main/java/org/apache/calcite/sql2rel/SqlToRelConverter.java,1.3.0-966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655737704918032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,987.0,core/src/main/java/org/apache/calcite/sql/type/SqlTypeUtil.java,1.3.0-987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,992.0,core/src/main/java/org/apache/calcite/util/Util.java,1.3.0-992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106194690265486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1023.0,core/src/main/java/org/apache/calcite/interpreter/AggregateNode.java,1.3.0-1023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162162162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1041.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableAggregate.java,1.3.0-1041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1042.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableWindow.java,1.3.0-1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1069.0,core/src/main/java/org/apache/calcite/util/mapping/Mappings.java,1.3.0-1069,0.0,1.22474487139158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4515371403624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0857142857142857,0.0,0.0,1.4790199457749,0.0,0.0,0.0,0.0
1.3.0,1083.0,core/src/main/java/org/apache/calcite/adapter/jdbc/JdbcRules.java,1.3.0-1083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1097.0,core/src/main/java/org/apache/calcite/plan/RelOptUtil.java,1.3.0-1097,1.0,0.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.057605761386045,0.0285954792089683,0.0566330122651324,0.0,0.0,0.0,0.0,0.0,0.0,0.428571428571428,1.0,0.0,0.0,0.5,0.0,0.0,0.0
1.3.0,1113.0,core/src/main/java/org/apache/calcite/rel/type/RelDataTypeFactory.java,1.3.0-1113,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1.4.0,24.0,core/src/main/java/org/apache/calcite/plan/RelOptPlanner.java,1.4.0-24,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,27.0,core/src/main/java/org/apache/calcite/rel/core/RelFactories.java,1.4.0-27,0.0,0.415739709641549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5319726474218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415739709641549,0.0,0.0,0.0,0.0
1.4.0,32.0,core/src/main/java/org/apache/calcite/plan/RexImplicationChecker.java,1.4.0-32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4.0,34.0,core/src/main/java/org/apache/calcite/sql/SqlKind.java,1.4.0-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
1.4.0,117.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/Primitive.java,1.4.0-117,0.0,0.0,81.0,92.5,97.5,8.0,8.0,9.5,9.5,9.5,9.5,11.0,11.0,0.0,8.88952689728217e-05,4.44471405884883e-05,8.88929640975901e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.25423728813559,18.0,0.0,0.0,0.5,0.0,0.0,125.5
