Ant version,ID,file,Bug,CHANGE_TYPE_computation,CHANGE_TYPE_data,CHANGE_TYPE_other,HASSAN_edhcm,HASSAN_hcm,HASSAN_ldhcm,HASSAN_lgdhcm,HASSAN_whcm,ISSUE_major_bug,ISSUE_major_improvement,MOSER_authors,MOSER_bugfix,MOSER_revisions,MOSER_sum_lines_deleted,MOSER_weighted_age,PMD_arp,PMD_cis,PMD_odpl,PMD_rule_type_basic rules,PMD_rule_type_controversial rules,PMD_rule_type_design rules,PMD_rule_type_string and stringbuffer rules,PMD_rule_type_unnecessary and unused code rules,PMD_severity_critical,PMD_severity_major,PMD_severity_minor,COV_INSTRUCTION,COV_BRANCH,COV_LINE,COV_COMPLEXITY,COV_METHOD
2.2.0,13.0,src/java/org/apache/ivy/ant/IvyCachePath.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.5308641975308642,0.5,0.5909090909090909,0.5,0.6
2.2.0,14.0,src/java/org/apache/ivy/ant/IvyCacheTask.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5833333333333334,0.5625,0.6666666666666666,0.5454545454545454,1.0
2.2.0,15.0,src/java/org/apache/ivy/ant/IvyCheck.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0,1,0,1,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
2.2.0,16.0,src/java/org/apache/ivy/ant/IvyCleanCache.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
2.2.0,17.0,src/java/org/apache/ivy/ant/IvyConfigure.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,0.7463414634146341,0.9166666666666666,0.6595744680851063,0.5555555555555556,0.4761904761904761
2.2.0,18.0,src/java/org/apache/ivy/ant/IvyConvertPom.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0.4074074074074074,0.5,0.6153846153846154,0.625,0.8333333333333334
2.2.0,19.0,src/java/org/apache/ivy/ant/IvyDeliver.java,1.0,0,4,0,0.930140017,1.240547523,0.995018801,76.02651647,0.016907439,1,1,1,1,2,0,1802.5,0,1,0,1,0,1,1,0,0,3,4,0.3375796178343949,0.3620689655172414,0.4356435643564356,0.3582089552238806,0.5
2.2.0,20.0,src/java/org/apache/ivy/ant/IvyExtractFromSources.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,3,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0
2.2.0,21.0,src/java/org/apache/ivy/ant/IvyFindRevision.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.6822429906542056,0.5,0.6774193548387096,0.3529411764705882,0.5
2.2.0,22.0,src/java/org/apache/ivy/ant/IvyInfo.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,2,1,0.8286713286713286,0.7222222222222222,0.8041237113402062,0.4848484848484848,0.5333333333333333
2.2.0,23.0,src/java/org/apache/ivy/ant/IvyInstall.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0.5597014925373134,0.4411764705882353,0.6438356164383562,0.3571428571428571,0.48
2.2.0,24.0,src/java/org/apache/ivy/ant/IvyListModules.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5343137254901961,0.5,0.5576923076923077,0.3076923076923077,0.3888888888888889
2.2.0,25.0,src/java/org/apache/ivy/ant/IvyPostResolveTask.java,0.0,0,1,0,0.291941528,0.291941528,0.291941528,29.33988145,0.060591638,0,1,1,0,1,0,1338.0,0,0,0,0,0,1,1,0,0,2,3,0.8840236686390532,0.8382352941176471,0.8622448979591837,0.75,0.8043478260869565
2.2.0,26.0,src/java/org/apache/ivy/ant/IvyReport.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0,2,0,2,0,0,1,1,5,0.6982408660351827,0.6571428571428571,0.664804469273743,0.3623188405797101,0.3823529411764705
2.2.0,27.0,src/java/org/apache/ivy/ant/IvyRepositoryReport.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,2,0.3685092127303183,0.3888888888888889,0.3525179856115107,0.1296296296296296,0.1666666666666666
2.2.0,28.0,src/java/org/apache/ivy/ant/IvyResolve.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,2,0.7876960193003619,0.8043478260869565,0.7727272727272727,0.5555555555555556,0.5306122448979592
2.2.0,29.0,src/java/org/apache/ivy/ant/IvyRetrieve.java,0.0,0,3,0,0.491057443,0.491057443,0.491057443,49.35086585,0.007334428,0,1,1,0,1,0,1789.0,0,0,0,0,0,0,0,0,0,1,1,0.7453703703703703,0.5,0.7659574468085106,0.5625,0.6153846153846154
2.2.0,30.0,src/java/org/apache/ivy/ant/IvyTask.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,6,0,0,1,4,6,0.8075040783034257,0.8,0.8695652173913043,0.7636363636363637,0.8333333333333334
2.2.0,31.0,src/java/org/apache/ivy/ant/IvyVar.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,1,0,0.8132530120481928,0.7857142857142857,0.8478260869565217,0.8,0.9230769230769232
2.2.0,32.0,src/java/org/apache/ivy/ant/PackageMapping.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,33.0,src/java/org/apache/ivy/core/ExecutionRelativeUrlResolver.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,34.0,src/java/org/apache/ivy/core/IvyContext.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,3,0,0,1,3,2,0.8421052631578947,0.7857142857142857,0.9,0.803921568627451,0.9666666666666668
2.2.0,35.0,src/java/org/apache/ivy/core/IvyPatternHelper.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,3,2,0.8425572519083969,0.8165137614678899,0.9142857142857144,0.75,0.9642857142857144
2.2.0,36.0,src/java/org/apache/ivy/core/IvyThread.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2.2.0,37.0,src/java/org/apache/ivy/core/LogOptions.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,1.0,1.0,1.0
2.2.0,38.0,src/java/org/apache/ivy/core/NormalRelativeUrlResolver.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0
2.2.0,39.0,src/java/org/apache/ivy/core/RelativeUrlResolver.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.935483870967742,0.8333333333333334,0.8888888888888888,0.8,1.0
2.2.0,40.0,src/java/org/apache/ivy/plugins/IvySettingsAware.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,41.0,src/java/org/apache/ivy/util/AbstractMessageLogger.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.9308176100628932,0.5,0.8863636363636364,0.75,0.8333333333333334
2.2.0,42.0,src/java/org/apache/ivy/util/Checks.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.3692307692307692,0.5,0.75,0.5,1.0
2.2.0,43.0,src/java/org/apache/ivy/util/ChecksumHelper.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,0,0,0,1,3,0.9217391304347826,0.8461538461538461,0.9285714285714286,0.8,1.0
2.2.0,44.0,src/java/org/apache/ivy/util/ConfigurationUtils.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
2.2.0,45.0,src/java/org/apache/ivy/util/Configurator.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0,1,0,4,1,0,1,3,5,0.7721052631578947,0.7864583333333334,0.8232445520581114,0.7647058823529411,0.9594594594594594
2.2.0,46.0,src/java/org/apache/ivy/util/ContextualSAXHandler.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,2,1.0,0.75,1.0,0.875,1.0
2.2.0,47.0,src/java/org/apache/ivy/util/CopyProgressEvent.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,2,1,0.4146341463414634,0.0,0.4666666666666667,0.4285714285714285,0.4285714285714285
2.2.0,48.0,src/java/org/apache/ivy/util/CopyProgressListener.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,49.0,src/java/org/apache/ivy/util/Credentials.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2.2.0,50.0,src/java/org/apache/ivy/util/CredentialsUtil.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,1,0,2,0,0,1,1,3,0.0,0.0,0.0,0.0,0.0
2.2.0,51.0,src/java/org/apache/ivy/util/DefaultMessageLogger.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,1,0.9090909090909092,1.0,0.9285714285714286,0.8571428571428571,0.8333333333333334
2.2.0,52.0,src/java/org/apache/ivy/util/EncrytedProperties.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
2.2.0,53.0,src/java/org/apache/ivy/util/FileResolver.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0
2.2.0,54.0,src/java/org/apache/ivy/util/FileUtil.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,1,2,2,1,0,1,0,5,0.685064935064935,0.7285714285714285,0.7463768115942029,0.6730769230769231,0.9411764705882352
2.2.0,55.0,src/java/org/apache/ivy/util/HostUtil.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,0.7857142857142857,1.0,0.7142857142857143,1.0,1.0
2.2.0,56.0,src/java/org/apache/ivy/util/MemoryUtil.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,2,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0
2.2.0,57.0,src/java/org/apache/ivy/util/Message.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.8936170212765957,1.0,0.868421052631579,0.85,0.8421052631578947
2.2.0,58.0,src/java/org/apache/ivy/util/MessageLogger.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,59.0,src/java/org/apache/ivy/util/MessageLoggerEngine.java,0.0,0,0,0,0.74949008,0.74949008,0.74949008,75.32313154,0.002375563,0,0,1,1,1,1,942.0,0,0,0,0,1,2,0,0,0,0,4,0.8502202643171806,0.7,0.8405797101449275,0.8,0.84
2.2.0,60.0,src/java/org/apache/ivy/util/MessageLoggerHelper.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0
2.2.0,61.0,src/java/org/apache/ivy/util/PropertiesFile.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,0,0,1,1,2,0.6526315789473685,0.7,0.7333333333333333,0.5714285714285714,1.0
2.2.0,62.0,src/java/org/apache/ivy/util/StringUtils.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,2,0,0,0,0,2,0.964451313755796,0.725,0.8301886792452831,0.6206896551724138,1.0
2.2.0,63.0,src/java/org/apache/ivy/util/XMLHelper.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,1,3,0,0,2,3,4,0.8157894736842105,0.9047619047619048,0.8026315789473685,0.9090909090909092,1.0
2.2.0,64.0,src/java/org/apache/ivy/core/cache/ArtifactOrigin.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,3,0.6422764227642277,0.55,0.7037037037037037,0.5,0.8
2.2.0,65.0,src/java/org/apache/ivy/core/cache/CacheDownloadOptions.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,1.0,1.0
2.2.0,66.0,src/java/org/apache/ivy/core/cache/CacheMetadataOptions.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.0,1.0,1.0,1.0
2.2.0,67.0,src/java/org/apache/ivy/core/cache/CacheUtil.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5681818181818182,0.6666666666666666,0.7142857142857143,0.5,1.0
2.2.0,68.0,src/java/org/apache/ivy/core/cache/DefaultRepositoryCacheManager.java,1.0,2,6,1,0.627122518,1.100890606,0.726145566,36.38902235,0.055207903,1,0,2,2,3,9,1227.526316,1,0,0,0,1,5,1,0,0,6,8,0.8159028593811203,0.7685185185185185,0.8385899814471243,0.7135416666666666,0.8809523809523809
2.2.0,69.0,src/java/org/apache/ivy/core/cache/DefaultResolutionCacheManager.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,1,0.8192771084337349,0.75,0.7142857142857143,0.6666666666666666,0.6842105263157895
2.2.0,70.0,src/java/org/apache/ivy/core/cache/DownloadListener.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,71.0,src/java/org/apache/ivy/core/cache/ModuleDescriptorMemoryCache.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,2,2,1.0,1.0,1.0,1.0,1.0
2.2.0,72.0,src/java/org/apache/ivy/core/cache/ModuleDescriptorProvider.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,73.0,src/java/org/apache/ivy/core/cache/ModuleDescriptorWriter.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,74.0,src/java/org/apache/ivy/core/cache/ParserSettingsMonitor.java,0.0,0,0,2,0.74949008,0.74949008,0.74949008,75.32313154,0.009502251,1,0,1,1,2,4,664.0,0,0,0,0,0,0,0,0,0,1,1,0.4916201117318435,0.6,0.5128205128205128,0.3181818181818182,0.2941176470588235
2.2.0,75.0,src/java/org/apache/ivy/core/cache/RepositoryCacheManager.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,76.0,src/java/org/apache/ivy/core/cache/ResolutionCacheManager.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,77.0,src/java/org/apache/ivy/core/check/CheckEngine.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,3,0.0,0.0,0.0,0.0,0.0
2.2.0,78.0,src/java/org/apache/ivy/core/check/CheckEngineSettings.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,79.0,src/java/org/apache/ivy/core/deliver/DefaultPublishingDRResolver.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0
2.2.0,80.0,src/java/org/apache/ivy/core/deliver/DeliverEngine.java,1.0,0,0,1,0.930140017,1.240547523,0.995018801,76.02651647,0.015161147,1,2,1,1,3,2,1216.6,1,0,0,0,0,2,0,0,0,1,4,0.7548387096774194,0.7727272727272727,0.8804347826086957,0.6666666666666666,1.0
2.2.0,81.0,src/java/org/apache/ivy/core/deliver/DeliverEngineSettings.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,82.0,src/java/org/apache/ivy/core/deliver/DeliverOptions.java,0.0,0,2,0,0.930140017,1.240547523,0.995018801,76.02651647,0.017116692,1,1,1,1,2,2,1206.347826,0,0,0,0,0,2,0,0,0,2,3,0.8792270531400966,0.0,0.8846153846153846,0.8846153846153846,0.8846153846153846
2.2.0,83.0,src/java/org/apache/ivy/core/deliver/PublishingDependencyRevisionResolver.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,84.0,src/java/org/apache/ivy/core/event/EventManager.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0,1,0,1,0,0,0,0,2,0.4813278008298755,0.4444444444444444,0.6176470588235294,0.4666666666666667,0.5833333333333334
2.2.0,85.0,src/java/org/apache/ivy/core/event/FilteredIvyListener.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.76,1.0,0.7777777777777778,0.6,0.5
2.2.0,86.0,src/java/org/apache/ivy/core/event/IvyEvent.java,0.0,0,0,1,0.74949008,0.74949008,0.74949008,75.32313154,0.002375563,0,0,1,0,1,1,1610.0,0,0,0,0,0,2,0,0,0,0,2,0.6089743589743589,0.0,0.6944444444444444,0.5882352941176471,0.7692307692307693
2.2.0,87.0,src/java/org/apache/ivy/core/event/IvyEventFilter.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,2,0,0,0,0,2,0.9140625,0.8333333333333334,0.9047619047619048,0.7727272727272727,1.0
2.2.0,88.0,src/java/org/apache/ivy/core/event/IvyListener.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,89.0,src/java/org/apache/ivy/core/install/InstallEngine.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,3,0.8527131782945736,0.8,0.9125,0.6666666666666666,1.0
2.2.0,90.0,src/java/org/apache/ivy/core/install/InstallEngineSettings.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,91.0,src/java/org/apache/ivy/core/install/InstallOptions.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.967741935483871,0.5,1.0,0.9166666666666666,1.0
2.2.0,92.0,src/java/org/apache/ivy/core/publish/PublishEngine.java,0.0,0,0,0,0.491057443,0.491057443,0.491057443,49.35086585,0.000698517,0,1,1,0,1,0,1192.0,0,0,0,0,0,2,0,0,0,2,3,0.7245179063360881,0.6935483870967742,0.8333333333333334,0.5714285714285714,1.0
2.2.0,93.0,src/java/org/apache/ivy/core/publish/PublishEngineSettings.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,94.0,src/java/org/apache/ivy/core/publish/PublishOptions.java,0.0,0,1,0,0.491057443,0.491057443,0.491057443,49.35086585,0.003841843,0,1,1,0,1,0,1173.0,0,0,0,0,0,1,0,0,0,2,1,1.0,0.0,1.0,1.0,1.0
2.2.0,95.0,src/java/org/apache/ivy/core/report/ArtifactDownloadReport.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.916279069767442,0.625,0.8679245283018868,0.7575757575757576,1.0
2.2.0,96.0,src/java/org/apache/ivy/core/report/ConfigurationResolveReport.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,3,5,0.9045454545454544,0.8333333333333334,0.9,0.8,0.896551724137931
2.2.0,97.0,src/java/org/apache/ivy/core/report/DownloadReport.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.75,1.0,0.8571428571428571,1.0
2.2.0,98.0,src/java/org/apache/ivy/core/report/DownloadStatus.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,2,0.65,0.5,0.7857142857142857,0.7142857142857143,1.0
2.2.0,99.0,src/java/org/apache/ivy/core/report/MetadataArtifactDownloadReport.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,1.0,1.0
2.2.0,100.0,src/java/org/apache/ivy/core/report/ResolveReport.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.8551587301587301,0.8333333333333334,0.8869565217391304,0.8431372549019608,0.9
2.2.0,101.0,src/java/org/apache/ivy/core/repository/RepositoryManagementEngine.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,2,3,0.7439824945295405,0.4736842105263157,0.7641509433962265,0.6,1.0
2.2.0,102.0,src/java/org/apache/ivy/core/repository/RepositoryManagementEngineSettings.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.2.0,103.0,src/java/org/apache/ivy/core/resolve/DownloadOptions.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,2,1.0,0.0,1.0,1.0,1.0
2.2.0,104.0,src/java/org/apache/ivy/core/resolve/IvyNode.java,1.0,0,0,1,0.74949008,0.74949008,0.74949008,75.32313154,0.001187781,0,0,1,0,1,1,0.0,3,0,0,1,2,3,1,1,0,7,9,0.8470505121865065,0.8102189781021898,0.8736462093862816,0.7679324894514767,0.92
2.2.0,105.0,src/java/org/apache/ivy/core/resolve/IvyNodeBlacklist.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,1.0,1.0,1.0
2.2.0,106.0,src/java/org/apache/ivy/core/resolve/IvyNodeCallers.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0,1,1,3,0,1,0,1,5,0.8490878938640133,0.75,0.8592592592592593,0.75,0.8846153846153846
2.2.0,107.0,src/java/org/apache/ivy/core/resolve/IvyNodeEviction.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,1,0,2,0.8398983481575604,0.7325581395348837,0.8554913294797688,0.75,0.9393939393939394
2.2.0,108.0,src/java/org/apache/ivy/core/resolve/IvyNodeUsage.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,2,0,0,1,0,3,0.8948453608247423,0.782608695652174,0.923728813559322,0.7547169811320755,0.9
2.2.0,109.0,src/java/org/apache/ivy/core/resolve/ResolveData.java,1.0,0,0,1,0.74949008,0.74949008,0.74949008,75.32313154,0.002375563,0,0,1,0,1,1,1819.0,1,0,0,0,1,1,0,0,0,0,3,0.9079601990049752,0.8888888888888888,0.9587628865979382,0.8888888888888888,0.9629629629629628
2.2.0,110.0,src/java/org/apache/ivy/core/resolve/ResolvedModuleRevision.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,2,0.7560975609756098,0.0,0.8076923076923077,0.6923076923076923,0.75
2.2.0,111.0,src/java/org/apache/ivy/core/resolve/ResolveEngine.java,1.0,2,4,3,0.856889366,1.041431607,0.895460844,75.74130516,0.054533998,2,0,2,2,3,6,1222.551724,1,2,0,1,0,2,1,0,1,4,5,0.910727969348659,0.9014084507042254,0.936,0.8342857142857143,0.9393939393939394
